Id,¶È,PageRank,Betweenness Centrality,Eigenvector Centrality
68927,0,3.18E-06,0.0000 ,0.0001 
68928,0,4.91E-06,595.9988 ,0.0021 
68929,0,4.99E-06,0.0000 ,0.0001 
68930,0,2.85E-06,0.0000 ,0.0001 
68931,0,3.46E-06,0.0000 ,0.0001 
68932,0,3.48E-06,0.0000 ,0.0001 
68933,0,3.67E-06,0.0000 ,0.0001 
68934,0,4.01E-06,0.0000 ,0.0001 
68935,0,3.91E-06,0.0000 ,0.0001 
68936,0,4.11E-06,0.0000 ,0.0001 
68937,0,3.96E-06,0.0000 ,0.0001 
68938,0,5.08E-06,0.0000 ,0.0001 
68939,0,3.60E-06,0.0000 ,0.0001 
68940,0,3.60E-06,0.0000 ,0.0001 
68941,0,3.35E-06,0.0000 ,0.0001 
68942,0,4.46E-06,0.0000 ,0.0001 
68943,0,8.32E-06,75875.0000 ,0.0001 
68944,0,5.51E-06,0.0000 ,0.0001 
68945,0,8.32E-06,75875.0000 ,0.0001 
68946,0,5.51E-06,0.0000 ,0.0001 
68947,0,3.67E-06,0.0000 ,0.0001 
68948,0,3.61E-06,0.0000 ,0.0001 
68949,0,3.61E-06,0.0000 ,0.0001 
68950,0,6.91E-06,0.0000 ,0.0001 
68951,0,3.92E-06,0.0000 ,0.0001 
68952,0,5.31E-06,0.0000 ,0.0001 
68953,0,5.31E-06,0.0000 ,0.0001 
68954,0,5.31E-06,0.0000 ,0.0001 
68955,0,5.31E-06,0.0000 ,0.0001 
68956,0,1.09E-05,75875.0000 ,0.0001 
68957,0,6.63E-06,0.0000 ,0.0001 
68958,0,1.61E-05,227621.0000 ,0.0002 
68959,0,4.87E-06,0.0000 ,0.0001 
68960,0,4.51E-06,0.0000 ,0.0001 
68961,0,3.36E-06,0.0000 ,0.0001 
68962,0,3.38E-06,0.0000 ,0.0001 
68963,0,2.83E-06,0.0000 ,0.0001 
68964,0,3.01E-06,0.0000 ,0.0001 
68965,0,3.30E-06,0.0000 ,0.0001 
68966,0,4.69E-06,0.0000 ,0.0001 
68967,0,3.92E-06,0.0000 ,0.0001 
68968,0,2.93E-06,0.0000 ,0.0001 
68969,0,4.00E-06,0.0000 ,0.0001 
68970,0,4.00E-06,0.0000 ,0.0001 
68971,0,3.62E-06,0.0000 ,0.0001 
68972,0,3.81E-06,0.0000 ,0.0001 
68973,0,4.94E-06,15.1613 ,0.0001 
68974,0,3.41E-06,0.0000 ,0.0001 
68975,0,5.03E-06,0.0000 ,0.0001 
68976,0,4.06E-06,0.0000 ,0.0001 
68977,0,3.73E-06,0.0000 ,0.0001 
68978,0,3.57E-06,0.0000 ,0.0001 
68979,0,3.20E-06,0.0000 ,0.0001 
68980,0,3.40E-06,0.0000 ,0.0001 
68981,0,3.89E-06,0.0000 ,0.0001 
68982,0,3.92E-06,0.0000 ,0.0001 
68983,0,3.01E-06,0.0000 ,0.0001 
68984,0,4.21E-06,0.0000 ,0.0001 
68985,0,3.22E-06,0.0000 ,0.0001 
68986,0,3.23E-06,0.0000 ,0.0001 
68987,0,3.23E-06,0.0000 ,0.0001 
68988,0,3.38E-06,0.0000 ,0.0001 
68989,0,3.96E-06,0.0000 ,0.0001 
68990,0,3.52E-06,0.0000 ,0.0001 
68991,0,3.52E-06,0.0000 ,0.0001 
68992,0,3.52E-06,0.0000 ,0.0001 
68993,0,4.30E-06,0.0000 ,0.0002 
68994,0,3.18E-06,0.0000 ,0.0001 
68995,0,3.50E-06,0.0000 ,0.0001 
68996,0,5.13E-06,0.0000 ,0.0001 
68997,0,3.86E-06,0.0000 ,0.0001 
68998,0,4.06E-06,0.0000 ,0.0001 
68999,0,6.42E-06,0.0000 ,0.0001 
69000,0,3.43E-06,0.0000 ,0.0001 
69001,0,3.67E-06,0.0000 ,0.0001 
69002,0,5.82E-06,620.3834 ,0.0010 
69003,0,3.27E-06,0.0000 ,0.0001 
69004,0,4.10E-06,0.0000 ,0.0001 
69005,0,6.30E-06,78.5447 ,0.0001 
69006,0,3.06E-06,0.0000 ,0.0001 
69007,0,4.52E-06,0.0000 ,0.0001 
69008,0,4.52E-06,0.0000 ,0.0001 
69009,0,3.88E-06,0.0000 ,0.0001 
69010,0,3.91E-06,0.0000 ,0.0001 
69011,0,3.39E-06,0.0000 ,0.0001 
69012,0,3.16E-06,0.0000 ,0.0001 
69013,0,3.47E-06,0.0000 ,0.0001 
69014,0,3.47E-06,0.0000 ,0.0001 
69015,0,3.49E-06,0.0000 ,0.0001 
69016,0,2.93E-06,0.0000 ,0.0001 
69017,0,2.93E-06,0.0000 ,0.0001 
69018,0,3.43E-06,0.0000 ,0.0001 
69019,0,4.92E-06,0.0000 ,0.0001 
69020,0,4.04E-06,0.0000 ,0.0001 
69021,0,4.04E-06,0.0000 ,0.0001 
69022,0,6.57E-06,45.6450 ,0.0001 
69023,0,4.33E-06,0.0000 ,0.0001 
69024,0,2.79E-05,382066.1558 ,0.0016 
69025,0,5.37E-06,0.0000 ,0.0001 
69026,0,5.37E-06,0.0000 ,0.0001 
69027,0,5.37E-06,0.0000 ,0.0001 
69028,0,3.96E-06,0.0000 ,0.0001 
69029,0,3.82E-06,0.0000 ,0.0001 
69030,0,3.82E-06,0.0000 ,0.0001 
69031,0,3.44E-06,0.0000 ,0.0001 
69032,0,3.62E-06,0.0000 ,0.0001 
69033,0,4.92E-06,0.0000 ,0.0001 
69034,0,5.31E-06,0.0000 ,0.0001 
69035,0,5.31E-06,0.0000 ,0.0001 
69036,0,4.89E-06,0.0000 ,0.0001 
69037,0,4.91E-06,0.0000 ,0.0001 
69038,0,7.48E-06,0.0000 ,0.0001 
69039,0,7.48E-06,0.0000 ,0.0001 
69040,0,7.48E-06,0.0000 ,0.0001 
69041,0,5.09E-06,0.0000 ,0.0001 
69042,0,5.09E-06,0.0000 ,0.0001 
69043,0,5.09E-06,0.0000 ,0.0001 
69044,0,5.09E-06,0.0000 ,0.0001 
69045,0,4.97E-06,0.0000 ,0.0001 
69046,0,3.87E-06,0.0000 ,0.0001 
69047,0,6.78E-06,412.8035 ,0.0001 
69048,0,3.93E-06,0.0000 ,0.0001 
69049,0,9.03E-06,75875.0000 ,0.0001 
69050,0,5.81E-06,0.0000 ,0.0001 
69051,0,4.06E-06,0.0000 ,0.0001 
69052,0,5.17E-06,0.0000 ,0.0001 
69053,0,4.89E-06,0.0000 ,0.0001 
69054,0,3.85E-06,0.0000 ,0.0001 
69055,0,3.27E-06,0.0000 ,0.0001 
69056,0,3.95E-06,149.2169 ,0.0010 
69057,0,4.30E-06,0.0000 ,0.0001 
69058,0,3.95E-06,0.0000 ,0.0001 
69059,0,3.60E-06,0.0000 ,0.0001 
69060,0,3.91E-06,0.0000 ,0.0001 
69061,0,3.91E-06,0.0000 ,0.0001 
69062,0,1.11E-05,75875.0000 ,0.0001 
69063,0,5.38E-06,0.0000 ,0.0001 
69064,0,5.29E-06,0.0000 ,0.0001 
69065,0,5.29E-06,0.0000 ,0.0001 
69066,0,9.85E-06,75875.0000 ,0.0001 
69067,0,6.16E-06,0.0000 ,0.0001 
69068,0,3.75E-06,0.0000 ,0.0001 
69069,0,5.31E-06,0.0000 ,0.0001 
69070,0,3.42E-06,0.0000 ,0.0001 
69071,0,6.44E-06,43.5168 ,0.0001 
69072,0,5.01E-06,0.0000 ,0.0001 
69073,0,1.55E-05,151749.0000 ,0.0002 
69074,0,6.38E-06,0.0000 ,0.0001 
69075,0,6.38E-06,0.0000 ,0.0001 
69076,0,3.70E-06,0.0000 ,0.0001 
69077,0,3.27E-06,0.0000 ,0.0001 
69078,0,5.98E-06,0.0000 ,0.0001 
69079,0,5.98E-06,0.0000 ,0.0001 
69080,0,5.98E-06,0.0000 ,0.0001 
69081,0,5.98E-06,0.0000 ,0.0001 
69082,0,5.98E-06,0.0000 ,0.0001 
69083,0,3.40E-06,0.0000 ,0.0001 
69084,0,3.15E-06,0.0000 ,0.0001 
69085,0,3.73E-06,0.0000 ,0.0001 
69086,0,4.01E-06,0.0000 ,0.0001 
69087,0,4.01E-06,0.0000 ,0.0001 
69088,0,4.01E-06,0.0000 ,0.0001 
69089,0,5.03E-06,0.0000 ,0.0001 
69090,0,4.03E-06,0.0000 ,0.0001 
69091,0,3.25E-06,0.0000 ,0.0001 
69092,0,5.43E-06,0.0000 ,0.0001 
69093,0,5.43E-06,0.0000 ,0.0001 
69094,0,5.43E-06,0.0000 ,0.0001 
69095,0,3.95E-06,0.0000 ,0.0001 
69096,0,3.33E-06,0.0000 ,0.0001 
69097,0,4.11E-06,0.0000 ,0.0001 
69098,0,3.61E-06,0.0000 ,0.0001 
69099,0,4.13E-06,0.0000 ,0.0001 
69100,0,5.22E-06,0.0000 ,0.0001 
69101,0,3.80E-06,0.0000 ,0.0001 
69102,0,3.80E-06,0.0000 ,0.0001 
69103,0,3.49E-06,0.0000 ,0.0001 
69104,0,3.49E-06,0.0000 ,0.0001 
69105,0,3.42E-06,0.0000 ,0.0001 
69106,0,3.42E-06,0.0000 ,0.0001 
69107,0,3.22E-06,0.0000 ,0.0001 
69108,0,3.91E-06,0.0000 ,0.0001 
69109,0,3.91E-06,0.0000 ,0.0001 
69110,0,3.91E-06,0.0000 ,0.0001 
69111,0,3.91E-06,0.0000 ,0.0001 
69112,0,3.67E-06,0.0000 ,0.0001 
69113,0,4.91E-06,0.0000 ,0.0001 
69114,0,3.95E-06,116.4015 ,0.0018 
69115,0,3.27E-06,0.0000 ,0.0001 
69116,0,3.26E-06,0.0000 ,0.0001 
69117,0,3.94E-06,0.0000 ,0.0001 
69118,0,5.09E-06,0.0000 ,0.0001 
69119,0,3.58E-06,0.0000 ,0.0001 
69120,0,3.31E-06,0.0000 ,0.0001 
69121,0,3.31E-06,0.0000 ,0.0001 
69122,0,3.17E-06,0.0000 ,0.0001 
69123,0,5.39E-06,0.0000 ,0.0001 
69124,0,9.55E-06,0.0000 ,0.0001 
69125,0,7.53E-06,75875.0000 ,0.0001 
69126,0,5.18E-06,0.0000 ,0.0001 
69127,0,3.13E-06,0.0000 ,0.0001 
69128,0,5.47E-06,166.0797 ,0.0001 
69129,0,4.54E-06,0.0000 ,0.0001 
69130,0,4.54E-06,0.0000 ,0.0001 
69131,0,4.54E-06,0.0000 ,0.0001 
69132,0,3.73E-06,0.0000 ,0.0001 
69133,0,5.09E-06,0.0000 ,0.0001 
69134,0,5.09E-06,0.0000 ,0.0001 
69135,0,5.09E-06,0.0000 ,0.0001 
69136,0,5.09E-06,0.0000 ,0.0001 
69137,0,3.58E-06,0.0000 ,0.0001 
69138,0,5.14E-06,0.0000 ,0.0001 
69139,0,5.14E-06,0.0000 ,0.0001 
69140,0,5.14E-06,0.0000 ,0.0001 
69141,0,3.39E-06,0.0000 ,0.0001 
69142,0,3.39E-06,0.0000 ,0.0001 
69143,0,3.39E-06,0.0000 ,0.0001 
69144,0,3.96E-06,0.0000 ,0.0001 
69145,0,4.85E-06,0.0000 ,0.0001 
69146,0,4.85E-06,0.0000 ,0.0001 
69147,0,3.59E-06,0.0000 ,0.0001 
69148,0,3.33E-06,0.0000 ,0.0001 
69149,0,8.51E-06,75907.6666 ,0.0002 
69150,0,4.39E-06,0.0000 ,0.0001 
69151,0,3.65E-06,0.0000 ,0.0001 
69152,0,4.66E-06,0.0000 ,0.0001 
69153,0,4.66E-06,0.0000 ,0.0001 
69154,0,3.65E-06,0.0000 ,0.0001 
69155,0,4.29E-06,0.0000 ,0.0001 
69156,0,1.65E-05,151749.0000 ,0.0002 
69157,0,6.65E-06,0.0000 ,0.0001 
69158,0,6.65E-06,0.0000 ,0.0001 
69159,0,3.43E-06,0.0000 ,0.0001 
69160,0,3.13E-06,0.0000 ,0.0001 
69161,0,3.64E-06,0.0000 ,0.0001 
69162,0,3.64E-06,0.0000 ,0.0001 
69163,0,3.63E-06,0.0000 ,0.0001 
69164,0,3.63E-06,0.0000 ,0.0001 
69165,0,3.63E-06,0.0000 ,0.0001 
69166,0,3.63E-06,0.0000 ,0.0001 
69167,0,3.63E-06,0.0000 ,0.0001 
69168,0,3.63E-06,0.0000 ,0.0001 
69169,0,3.67E-06,0.0000 ,0.0001 
69170,0,1.07E-05,75875.0000 ,0.0001 
69171,0,3.90E-06,0.0000 ,0.0001 
69172,0,5.07E-06,0.0000 ,0.0001 
69173,0,4.53E-06,0.0000 ,0.0001 
69174,0,3.80E-06,0.0000 ,0.0001 
69175,0,3.19E-06,0.0000 ,0.0001 
69176,0,3.19E-06,0.0000 ,0.0001 
69177,0,3.19E-06,0.0000 ,0.0001 
69178,0,3.19E-06,0.0000 ,0.0001 
69179,0,3.58E-06,0.0000 ,0.0001 
69180,0,4.55E-06,0.0000 ,0.0001 
69181,0,4.55E-06,0.0000 ,0.0001 
69182,0,4.55E-06,0.0000 ,0.0001 
69183,0,3.69E-06,0.0000 ,0.0001 
69184,0,3.51E-06,0.0000 ,0.0001 
69185,0,1.02E-05,37936.0000 ,0.0002 
69186,0,3.87E-06,0.0000 ,0.0001 
69187,0,9.07E-06,76368.3765 ,0.0002 
69188,0,4.55E-06,0.0000 ,0.0001 
69189,0,5.79E-06,0.0000 ,0.0001 
69190,0,4.08E-06,0.0000 ,0.0001 
69191,0,4.08E-06,0.0000 ,0.0001 
69192,0,4.08E-06,0.0000 ,0.0001 
69193,0,4.08E-06,0.0000 ,0.0001 
69194,0,4.00E-06,0.0000 ,0.0001 
69195,0,4.00E-06,0.0000 ,0.0001 
69196,0,4.00E-06,0.0000 ,0.0001 
69197,0,4.51E-06,0.0000 ,0.0001 
69198,0,4.51E-06,0.0000 ,0.0001 
69199,0,3.73E-06,0.0000 ,0.0001 
69200,0,3.73E-06,0.0000 ,0.0001 
69201,0,3.73E-06,0.0000 ,0.0001 
69202,0,5.64E-06,0.0000 ,0.0001 
69203,0,5.64E-06,0.0000 ,0.0001 
69204,0,4.64E-06,0.0000 ,0.0001 
69205,0,4.64E-06,0.0000 ,0.0001 
69206,0,4.64E-06,0.0000 ,0.0001 
69207,0,4.64E-06,0.0000 ,0.0001 
69208,0,3.32E-06,0.0000 ,0.0001 
69209,0,3.47E-06,0.0000 ,0.0001 
69210,0,3.47E-06,0.0000 ,0.0001 
69211,0,3.86E-06,0.0000 ,0.0001 
69212,0,3.86E-06,0.0000 ,0.0001 
69213,0,3.86E-06,0.0000 ,0.0001 
69214,0,3.86E-06,0.0000 ,0.0001 
69215,0,3.86E-06,0.0000 ,0.0001 
69216,0,3.86E-06,0.0000 ,0.0001 
69217,0,8.75E-06,75875.0000 ,0.0001 
69218,0,1.07E-05,75875.0000 ,0.0001 
69219,0,6.52E-06,0.0000 ,0.0001 
69220,0,4.23E-06,0.0000 ,0.0001 
69221,0,4.23E-06,0.0000 ,0.0001 
69222,0,5.20E-06,0.0000 ,0.0001 
69223,0,5.20E-06,0.0000 ,0.0001 
69224,0,5.20E-06,0.0000 ,0.0001 
69225,0,4.08E-06,0.0000 ,0.0001 
69226,0,4.91E-06,0.0000 ,0.0001 
69227,0,5.20E-06,0.0000 ,0.0001 
69228,0,5.20E-06,0.0000 ,0.0001 
69229,0,3.89E-06,0.0000 ,0.0001 
69230,0,3.89E-06,0.0000 ,0.0001 
69231,0,5.69E-06,0.0000 ,0.0001 
69232,0,5.69E-06,0.0000 ,0.0001 
69233,0,1.15E-05,75875.0000 ,0.0001 
69234,0,3.38E-06,0.0000 ,0.0001 
69235,0,5.20E-06,0.0000 ,0.0001 
69236,0,9.07E-06,75875.0000 ,0.0002 
69237,0,4.55E-06,0.0000 ,0.0001 
69238,0,3.17E-06,0.0000 ,0.0001 
69239,0,3.21E-06,0.0000 ,0.0001 
69240,0,3.76E-06,0.0000 ,0.0001 
69241,0,3.25E-06,0.0000 ,0.0001 
69242,0,7.86E-06,0.0000 ,0.0001 
69243,0,6.33E-06,0.0000 ,0.0001 
69244,0,6.33E-06,0.0000 ,0.0001 
69245,0,1.10E-05,0.0000 ,0.0001 
69246,0,6.02E-06,0.0000 ,0.0001 
69247,0,6.02E-06,0.0000 ,0.0001 
69248,0,6.02E-06,0.0000 ,0.0001 
69249,0,6.02E-06,0.0000 ,0.0001 
69250,0,6.02E-06,0.0000 ,0.0001 
69251,0,6.02E-06,0.0000 ,0.0001 
69252,0,6.69E-06,0.0000 ,0.0001 
69253,0,3.64E-06,0.0000 ,0.0001 
69254,0,2.57E-05,455229.0000 ,0.0003 
69255,0,9.90E-06,0.0000 ,0.0001 
69256,0,4.63E-06,0.0000 ,0.0001 
69257,0,4.63E-06,0.0000 ,0.0001 
69258,0,4.63E-06,0.0000 ,0.0001 
69259,0,4.63E-06,0.0000 ,0.0001 
69260,0,4.63E-06,0.0000 ,0.0001 
69261,0,4.63E-06,0.0000 ,0.0001 
69262,0,5.36E-06,0.0000 ,0.0001 
69263,0,5.36E-06,0.0000 ,0.0001 
69264,0,3.78E-06,0.0000 ,0.0001 
69265,0,3.78E-06,0.0000 ,0.0001 
69266,0,4.99E-06,0.0000 ,0.0001 
69267,0,4.99E-06,0.0000 ,0.0001 
69268,0,5.44E-06,0.0000 ,0.0001 
69269,0,3.55E-06,0.0000 ,0.0001 
69270,0,4.67E-06,0.0000 ,0.0001 
69271,0,4.67E-06,0.0000 ,0.0001 
69272,0,4.67E-06,0.0000 ,0.0001 
69273,0,5.08E-06,0.0000 ,0.0001 
69274,0,5.02E-06,0.0000 ,0.0001 
69275,0,3.20E-06,0.0000 ,0.0001 
69276,0,5.68E-06,0.0000 ,0.0001 
69277,0,5.68E-06,0.0000 ,0.0001 
69278,0,5.68E-06,0.0000 ,0.0001 
69279,0,5.68E-06,0.0000 ,0.0001 
69280,0,5.95E-06,21.3874 ,0.0001 
69281,0,8.04E-06,75875.0000 ,0.0001 
69282,0,5.39E-06,0.0000 ,0.0001 
69283,0,4.04E-06,0.0000 ,0.0001 
69284,0,2.96E-06,0.0000 ,0.0001 
69285,0,3.76E-06,0.0000 ,0.0001 
69286,0,4.08E-06,0.0000 ,0.0001 
69287,0,6.71E-06,0.0000 ,0.0001 
69288,0,3.97E-06,0.0000 ,0.0001 
69289,0,3.58E-06,0.0000 ,0.0001 
69290,0,3.58E-06,0.0000 ,0.0001 
69291,0,2.93E-06,0.0000 ,0.0001 
69292,0,5.23E-06,0.0000 ,0.0001 
69293,0,5.23E-06,0.0000 ,0.0001 
69294,0,5.08E-06,0.0000 ,0.0001 
69295,0,8.62E-06,151748.0000 ,0.0001 
69296,0,3.75E-06,0.0000 ,0.0001 
69297,0,5.99E-06,0.0000 ,0.0001 
69298,0,8.42E-06,151748.0000 ,0.0001 
69299,0,1.13E-05,75875.0000 ,0.0001 
69300,0,6.79E-06,0.0000 ,0.0001 
69301,0,3.43E-06,0.0000 ,0.0001 
69302,0,2.86E-06,0.0000 ,0.0001 
69303,0,4.53E-06,0.0000 ,0.0001 
69304,0,3.84E-06,0.0000 ,0.0001 
69305,0,3.84E-06,0.0000 ,0.0001 
69306,0,3.84E-06,0.0000 ,0.0001 
69307,0,3.84E-06,0.0000 ,0.0001 
69308,0,3.84E-06,0.0000 ,0.0001 
69309,0,3.84E-06,0.0000 ,0.0001 
69310,0,4.37E-06,0.0000 ,0.0001 
69311,0,3.57E-06,0.0000 ,0.0001 
69312,0,3.57E-06,0.0000 ,0.0001 
69313,0,4.84E-06,0.0000 ,0.0001 
69314,0,4.84E-06,0.0000 ,0.0001 
69315,0,4.84E-06,0.0000 ,0.0001 
69316,0,3.34E-06,0.0000 ,0.0001 
69317,0,6.78E-06,1470.1370 ,0.0001 
69318,0,4.34E-06,0.0000 ,0.0001 
69319,0,8.30E-06,0.0000 ,0.0001 
69320,0,4.08E-06,0.0000 ,0.0001 
69321,0,4.96E-06,0.0000 ,0.0001 
69322,0,3.50E-06,0.0000 ,0.0001 
69323,0,4.05E-06,0.0000 ,0.0001 
69324,0,4.05E-06,0.0000 ,0.0001 
69325,0,5.04E-06,0.0000 ,0.0001 
69326,0,5.04E-06,0.0000 ,0.0001 
69327,0,4.18E-06,894.5146 ,0.0017 
69328,0,5.33E-06,0.0000 ,0.0001 
69329,0,3.41E-06,0.0000 ,0.0001 
69330,0,3.37E-06,0.0000 ,0.0001 
69331,0,3.37E-06,0.0000 ,0.0001 
69332,0,4.65E-06,0.0000 ,0.0001 
69333,0,3.37E-06,0.0000 ,0.0001 
69334,0,3.13E-06,0.0000 ,0.0001 
69335,0,7.99E-06,75875.0000 ,0.0001 
69336,0,5.10E-06,0.0000 ,0.0001 
69337,0,3.48E-06,0.0000 ,0.0001 
69338,0,4.27E-06,0.0000 ,0.0001 
69339,0,4.27E-06,0.0000 ,0.0001 
69340,0,3.76E-06,0.0000 ,0.0001 
69341,0,1.32E-05,151749.0000 ,0.0002 
69342,0,5.71E-06,0.0000 ,0.0001 
69343,0,5.71E-06,0.0000 ,0.0001 
69344,0,3.90E-06,0.0000 ,0.0001 
69345,0,3.90E-06,0.0000 ,0.0001 
69346,0,5.04E-06,0.0000 ,0.0001 
69347,0,7.97E-06,75875.0000 ,0.0001 
69348,0,5.37E-06,0.0000 ,0.0001 
69349,0,3.88E-06,0.0000 ,0.0001 
69350,0,3.16E-06,0.0000 ,0.0001 
69351,0,3.14E-06,0.0000 ,0.0001 
69352,0,5.19E-06,0.0000 ,0.0001 
69353,0,3.50E-06,0.0000 ,0.0001 
69354,0,3.50E-06,0.0000 ,0.0001 
69355,0,3.50E-06,0.0000 ,0.0001 
69356,0,8.11E-06,75875.0000 ,0.0001 
69357,0,5.42E-06,0.0000 ,0.0001 
69358,0,5.03E-06,0.0000 ,0.0001 
69359,0,3.34E-06,0.0000 ,0.0001 
69360,0,4.09E-06,0.0000 ,0.0001 
69361,0,9.04E-06,75875.0000 ,0.0001 
69362,0,5.82E-06,0.0000 ,0.0001 
69363,0,3.62E-06,0.0000 ,0.0001 
69364,0,3.62E-06,0.0000 ,0.0001 
69365,0,3.87E-06,0.0000 ,0.0001 
69366,0,3.75E-06,0.0000 ,0.0001 
69367,0,3.74E-06,0.0000 ,0.0001 
69368,0,3.97E-06,0.0000 ,0.0001 
69369,0,3.97E-06,0.0000 ,0.0001 
69370,0,3.97E-06,0.0000 ,0.0001 
69371,0,3.42E-06,0.0000 ,0.0001 
69372,0,5.68E-06,0.0000 ,0.0002 
69373,0,5.68E-06,0.0000 ,0.0002 
69374,0,4.90E-06,0.0000 ,0.0001 
69375,0,3.37E-06,0.0000 ,0.0001 
69376,0,5.19E-06,50.4622 ,0.0001 
69377,0,3.77E-06,0.0000 ,0.0001 
69378,0,3.73E-06,0.0000 ,0.0001 
69379,0,5.05E-06,0.0000 ,0.0001 
69380,0,3.38E-06,0.0000 ,0.0001 
69381,0,3.49E-06,0.0000 ,0.0001 
69382,0,4.85E-06,1786.8129 ,0.0013 
69383,0,3.75E-06,0.0000 ,0.0001 
69384,0,3.75E-06,0.0000 ,0.0001 
69385,0,5.26E-06,0.0000 ,0.0001 
69386,0,4.38E-06,0.0000 ,0.0001 
69387,0,4.22E-06,0.0000 ,0.0001 
69388,0,5.26E-06,0.0000 ,0.0001 
69389,0,3.22E-06,0.0000 ,0.0001 
69390,0,4.51E-06,0.0000 ,0.0001 
69391,0,3.25E-06,0.0000 ,0.0001 
69392,0,4.03E-06,0.0000 ,0.0001 
69393,0,1.10E-05,75916.9231 ,0.0002 
69394,0,5.10E-06,0.0000 ,0.0001 
69395,0,5.26E-06,0.0000 ,0.0001 
69396,0,3.29E-06,0.0000 ,0.0001 
69397,0,3.29E-06,0.0000 ,0.0001 
69398,0,3.29E-06,0.0000 ,0.0001 
69399,0,8.45E-06,75875.0000 ,0.0001 
69400,0,5.57E-06,0.0000 ,0.0001 
69401,0,3.17E-06,0.0000 ,0.0001 
69402,0,4.08E-06,862.3474 ,0.0020 
69403,0,3.48E-06,0.0000 ,0.0001 
69404,0,5.36E-06,0.0000 ,0.0001 
69405,0,5.36E-06,0.0000 ,0.0001 
69406,0,5.36E-06,0.0000 ,0.0001 
69407,0,6.67E-06,50.6592 ,0.0001 
69408,0,3.72E-06,0.0000 ,0.0001 
69409,0,3.43E-06,0.0000 ,0.0001 
69410,0,3.43E-06,0.0000 ,0.0001 
69411,0,3.43E-06,0.0000 ,0.0001 
69412,0,3.99E-06,0.0000 ,0.0001 
69413,0,5.17E-06,0.0000 ,0.0001 
69414,0,5.17E-06,0.0000 ,0.0001 
69415,0,5.17E-06,0.0000 ,0.0001 
69416,0,5.17E-06,0.0000 ,0.0001 
69417,0,5.17E-06,0.0000 ,0.0001 
69418,0,5.17E-06,0.0000 ,0.0001 
69419,0,4.87E-06,0.0000 ,0.0002 
69420,0,3.40E-06,0.0000 ,0.0001 
69421,0,3.54E-06,0.0000 ,0.0001 
69422,0,8.62E-06,75875.0000 ,0.0001 
69423,0,5.64E-06,0.0000 ,0.0001 
69424,0,4.99E-06,0.0000 ,0.0001 
69425,0,4.38E-06,0.0000 ,0.0001 
69426,0,4.38E-06,0.0000 ,0.0001 
69427,0,3.41E-06,0.0000 ,0.0001 
69428,0,3.30E-06,0.0000 ,0.0001 
69429,0,4.07E-06,0.0000 ,0.0001 
69430,0,3.98E-06,0.0000 ,0.0001 
69431,0,1.38E-05,151749.0000 ,0.0002 
69432,0,5.90E-06,0.0000 ,0.0001 
69433,0,3.66E-06,0.0000 ,0.0001 
69434,0,4.83E-06,0.0000 ,0.0001 
69435,0,3.36E-06,0.0000 ,0.0001 
69436,0,5.57E-06,0.0000 ,0.0001 
69437,0,5.57E-06,0.0000 ,0.0001 
69438,0,7.26E-06,75875.0000 ,0.0019 
69439,0,4.03E-06,0.0000 ,0.0001 
69440,0,2.95E-06,0.0000 ,0.0002 
69441,0,6.28E-06,10724.5134 ,0.0001 
69442,0,3.32E-06,0.0000 ,0.0001 
69443,0,3.32E-06,0.0000 ,0.0001 
69444,0,4.66E-06,0.0000 ,0.0001 
69445,0,4.66E-06,0.0000 ,0.0001 
69446,0,4.66E-06,0.0000 ,0.0001 
69447,0,4.30E-06,0.0000 ,0.0001 
69448,0,1.17E-05,152854.1044 ,0.0070 
69449,0,3.90E-06,0.0000 ,0.0001 
69450,0,1.07E-05,75875.0000 ,0.0001 
69451,0,6.53E-06,0.0000 ,0.0001 
69452,0,3.32E-06,0.0000 ,0.0001 
69453,0,7.82E-06,75875.0000 ,0.0001 
69454,0,5.30E-06,0.0000 ,0.0001 
69455,0,4.32E-06,0.0000 ,0.0001 
69456,0,4.32E-06,0.0000 ,0.0001 
69457,0,4.95E-06,0.0000 ,0.0001 
69458,0,5.22E-06,0.0000 ,0.0001 
69459,0,8.63E-06,90064.0893 ,0.0028 
69460,0,4.11E-06,0.0000 ,0.0001 
69461,0,3.77E-06,0.0000 ,0.0001 
69462,0,3.20E-06,0.0000 ,0.0001 
69463,0,3.71E-06,0.0000 ,0.0001 
69464,0,3.71E-06,0.0000 ,0.0001 
69465,0,3.65E-06,0.0000 ,0.0001 
69466,0,1.37E-05,151749.0000 ,0.0002 
69467,0,5.85E-06,0.0000 ,0.0001 
69468,0,3.48E-06,0.0000 ,0.0001 
69469,0,3.48E-06,0.0000 ,0.0001 
69470,0,3.64E-06,0.0000 ,0.0001 
69471,0,3.60E-06,0.0000 ,0.0001 
69472,0,3.03E-06,0.0000 ,0.0001 
69473,0,3.42E-06,0.0000 ,0.0001 
69474,0,3.00E-06,0.0000 ,0.0001 
69475,0,3.44E-06,0.0000 ,0.0001 
69476,0,3.44E-06,0.0000 ,0.0001 
69477,0,3.44E-06,0.0000 ,0.0001 
69478,0,3.62E-06,0.0000 ,0.0001 
69479,0,4.26E-06,0.0000 ,0.0001 
69480,0,4.32E-06,0.0000 ,0.0001 
69481,0,4.32E-06,0.0000 ,0.0001 
69482,0,5.50E-06,0.0000 ,0.0001 
69483,0,3.59E-06,0.0000 ,0.0001 
