Id,¶È,Eigenvector Centrality,PageRank,Betweenness Centrality
1300,31,0.01741 ,2.04E-04,290.06 
1307,31,0.01126 ,2.88E-04,1171.46 
1357,31,0.01723 ,2.26E-04,212.67 
1406,31,0.01767 ,1.84E-04,33.83 
1451,31,0.02021 ,1.70E-04,28.58 
1468,31,0.01166 ,2.50E-04,4.74 
1606,31,0.01665 ,2.02E-04,11.39 
1866,31,0.01137 ,2.82E-04,1025.41 
1910,31,0.01213 ,2.54E-04,71.17 
471,31,0.01159 ,2.21E-04,368.48 
696,31,0.00635 ,3.15E-04,17.31 
3248,31,0.00869 ,2.74E-04,792.43 
2163,31,0.04739 ,1.24E-04,208.33 
2690,31,0.00893 ,2.52E-04,104.36 
2711,31,0.01018 ,2.47E-04,86.65 
2713,31,0.01215 ,2.22E-04,56.73 
2739,31,0.00986 ,2.42E-04,74.65 
2836,31,0.00923 ,2.72E-04,103.25 
2841,31,0.00880 ,2.63E-04,111.16 
3203,31,0.01213 ,2.24E-04,63.34 
3259,31,0.01004 ,2.34E-04,69.37 
3264,31,0.00937 ,2.48E-04,24.73 
3341,31,0.01042 ,2.38E-04,78.03 
3377,31,0.01270 ,2.09E-04,30.01 
3394,31,0.01204 ,2.16E-04,50.78 
2021,31,0.11801 ,9.09E-05,0.79 
2412,31,0.01265 ,2.92E-04,72.38 
2540,31,0.01573 ,2.44E-04,90.27 
2557,31,0.02695 ,1.64E-04,27.59 
2613,31,0.11695 ,9.00E-05,0.88 
3464,31,0.00577 ,3.77E-04,68.54 
3557,31,0.00790 ,2.89E-04,10.97 
3918,31,0.00515 ,5.35E-04,168.37 
211,30,0.00650 ,3.31E-04,18.40 
329,30,0.00544 ,3.99E-04,110.81 
922,30,0.03414 ,1.49E-04,29.08 
1081,30,0.01787 ,1.70E-04,6.21 
1225,30,0.01374 ,2.20E-04,20.51 
1415,30,0.01280 ,2.32E-04,57.52 
1436,30,0.01960 ,1.99E-04,111.88 
1511,30,0.01124 ,2.73E-04,1210.20 
1695,30,0.01475 ,2.03E-04,17.40 
1785,30,0.01339 ,2.40E-04,76.01 
1818,30,0.02186 ,1.83E-04,51.32 
1904,30,0.01280 ,2.24E-04,24.95 
1907,30,0.02027 ,1.67E-04,12.58 
2571,30,0.03565 ,1.33E-04,184.91 
511,30,0.01114 ,2.09E-04,159.29 
546,30,0.00817 ,2.48E-04,767.67 
560,30,0.01063 ,2.19E-04,85.31 
609,30,0.00597 ,2.99E-04,4727.88 
718,30,0.00556 ,3.17E-04,31.00 
754,30,0.00582 ,3.10E-04,20.38 
760,30,0.00631 ,3.05E-04,10.23 
849,30,0.00540 ,3.24E-04,56.41 
3721,30,0.00804 ,3.05E-04,3622.34 
2355,30,0.03746 ,1.39E-04,239.24 
2544,30,0.04505 ,1.24E-04,126.96 
2999,30,0.00826 ,3.07E-04,160.59 
2832,30,0.01076 ,2.29E-04,69.45 
3018,30,0.01063 ,2.26E-04,60.52 
3124,30,0.01050 ,2.25E-04,92.11 
3148,30,0.01261 ,2.08E-04,49.94 
3160,30,0.01309 ,1.98E-04,29.03 
2025,30,0.01572 ,1.72E-04,3.41 
2035,30,0.01407 ,2.50E-04,25.66 
2085,30,0.01895 ,1.92E-04,62.18 
2173,30,0.01406 ,2.66E-04,65.51 
3486,30,0.00612 ,3.32E-04,19.12 
3526,30,0.00582 ,3.53E-04,94.33 
3738,30,0.00554 ,3.65E-04,60.36 
3822,30,0.00604 ,3.33E-04,23.97 
3921,30,0.00573 ,3.68E-04,24.88 
919,29,0.01763 ,1.68E-04,14.51 
938,29,0.01167 ,2.33E-04,5.31 
990,29,0.01330 ,2.66E-04,9067.58 
1025,29,0.01913 ,1.96E-04,524.17 
1116,29,0.04594 ,1.19E-04,4.79 
1137,29,0.01118 ,2.37E-04,4.84 
1232,29,0.01132 ,2.35E-04,8.00 
1428,29,0.01239 ,2.21E-04,92.70 
1497,29,0.02621 ,1.91E-04,76.54 
1500,29,0.01318 ,2.08E-04,25.77 
1568,29,0.01136 ,2.33E-04,1.44 
1825,29,0.01096 ,2.70E-04,1599.66 
1850,29,0.01547 ,1.84E-04,66.42 
1858,29,0.01922 ,2.07E-04,106.99 
512,29,0.01015 ,2.07E-04,286.46 
645,29,0.00993 ,2.27E-04,1099.23 
708,29,0.00555 ,3.34E-04,4981.71 
739,29,0.00526 ,3.25E-04,43.99 
787,29,0.00501 ,3.15E-04,25.81 
3750,29,0.00758 ,2.99E-04,3781.17 
3886,29,0.00723 ,2.90E-04,3423.84 
2892,29,0.01004 ,2.20E-04,127.78 
2530,29,0.05426 ,1.18E-04,172.79 
2673,29,0.01472 ,1.69E-04,15.17 
2731,29,0.01264 ,1.76E-04,12.25 
2843,29,0.00928 ,2.33E-04,21.96 
2844,29,0.01064 ,2.20E-04,55.87 
3016,29,0.01263 ,2.04E-04,50.95 
3275,29,0.00866 ,2.48E-04,101.73 
3415,29,0.01011 ,2.17E-04,62.54 
1944,29,0.02308 ,1.64E-04,15.92 
2234,29,0.05753 ,1.08E-04,11.12 
2272,29,0.02525 ,1.53E-04,25.65 
2303,29,0.07458 ,1.02E-04,8.02 
3468,29,0.00558 ,3.45E-04,64.35 
3693,29,0.00746 ,2.95E-04,30.81 
3711,29,0.00583 ,3.27E-04,23.98 
3764,29,0.00552 ,3.53E-04,78.07 
128,28,0.00679 ,3.09E-04,19.84 
141,28,0.00645 ,3.14E-04,21.89 
224,28,0.00639 ,3.18E-04,24.16 
334,28,0.00631 ,3.20E-04,32.35 
1044,28,0.01726 ,1.54E-04,3.26 
1167,28,0.01350 ,2.02E-04,16.59 
1440,28,0.02209 ,1.66E-04,782.41 
1453,28,0.01481 ,2.11E-04,78.79 
1503,28,0.01518 ,1.72E-04,12.93 
1642,28,0.01322 ,2.75E-04,13711.55 
1875,28,0.01725 ,1.58E-04,57.54 
1885,28,0.02650 ,1.60E-04,59.93 
488,28,0.01025 ,2.01E-04,7.59 
653,28,0.00471 ,2.93E-04,106.78 
687,28,0.00513 ,2.99E-04,30.39 
764,28,0.00518 ,2.97E-04,19.18 
2389,28,0.02437 ,1.43E-04,788.89 
2684,28,0.01200 ,1.85E-04,15.08 
2761,28,0.01286 ,1.70E-04,13.15 
2768,28,0.01005 ,2.14E-04,54.59 
2784,28,0.00916 ,2.28E-04,74.42 
2829,28,0.00908 ,2.25E-04,13.23 
3080,28,0.01044 ,2.09E-04,37.29 
3225,28,0.01180 ,1.98E-04,39.43 
3231,28,0.00846 ,2.26E-04,40.63 
3237,28,0.01245 ,1.74E-04,24.42 
3260,28,0.01207 ,1.90E-04,28.64 
2342,28,0.01440 ,2.62E-04,51.57 
2350,28,0.07500 ,1.05E-04,40.96 
2432,28,0.03070 ,1.28E-04,18.80 
2612,28,0.02323 ,1.58E-04,18.45 
2628,28,0.01432 ,2.35E-04,16.27 
3460,28,0.00528 ,3.34E-04,44.07 
3469,28,0.00538 ,3.37E-04,34.08 
3728,28,0.00546 ,3.34E-04,16.06 
3730,28,0.00693 ,2.68E-04,8.89 
3828,28,0.00743 ,2.70E-04,19.77 
223,27,0.00666 ,2.91E-04,9.19 
265,27,0.00611 ,3.02E-04,19.73 
339,27,0.00572 ,3.54E-04,2670.28 
346,27,0.00425 ,3.62E-04,45.13 
962,27,0.01382 ,1.96E-04,714.09 
994,27,0.01785 ,1.65E-04,56.85 
1039,27,0.04151 ,1.11E-04,2.92 
1064,27,0.01090 ,2.37E-04,55.63 
1106,27,0.01203 ,2.14E-04,68.85 
1164,27,0.04653 ,1.12E-04,2.19 
1310,27,0.01297 ,1.97E-04,6.87 
1319,27,0.01091 ,2.20E-04,1.35 
1381,27,0.01805 ,1.48E-04,2.48 
1667,27,0.01171 ,2.24E-04,47.33 
1679,27,0.01672 ,1.84E-04,27.82 
1705,27,0.01042 ,2.57E-04,461.42 
1758,27,0.01564 ,2.45E-04,10656.23 
1821,27,0.04966 ,1.09E-04,1.68 
396,27,0.00633 ,2.32E-04,44.86 
445,27,0.00747 ,2.05E-04,17.83 
481,27,0.00673 ,2.37E-04,87.57 
680,27,0.00448 ,2.87E-04,81.39 
770,27,0.00444 ,3.22E-04,58.06 
840,27,0.00545 ,2.94E-04,5168.73 
847,27,0.00551 ,2.81E-04,10.62 
3609,27,0.00737 ,2.66E-04,1034.62 
2775,27,0.00932 ,2.11E-04,76.25 
2813,27,0.00794 ,2.42E-04,211.34 
2705,27,0.01439 ,1.51E-04,6.69 
2797,27,0.01135 ,1.82E-04,12.97 
2846,27,0.01087 ,1.93E-04,11.69 
2908,27,0.01574 ,1.46E-04,1.79 
2987,27,0.01327 ,1.55E-04,9.18 
3041,27,0.01105 ,1.91E-04,32.98 
3176,27,0.00868 ,2.25E-04,40.74 
3193,27,0.01103 ,1.65E-04,21.28 
3243,27,0.01452 ,1.51E-04,3.85 
3285,27,0.00847 ,2.20E-04,21.25 
2156,27,0.01179 ,2.68E-04,66.76 
2214,27,0.02400 ,1.85E-04,42.37 
2435,27,0.01501 ,1.58E-04,3.26 
2480,27,0.02090 ,1.49E-04,24.74 
2644,27,0.01397 ,2.37E-04,37.79 
3559,27,0.00630 ,2.75E-04,37.22 
3590,27,0.00550 ,3.18E-04,30.06 
3635,27,0.00708 ,2.68E-04,15.32 
3718,27,0.00579 ,3.00E-04,12.24 
3740,27,0.00529 ,3.30E-04,17.68 
3825,27,0.00485 ,3.77E-04,83.75 
62,26,0.00591 ,2.96E-04,23.36 
185,26,0.00608 ,2.98E-04,23.05 
312,26,0.00361 ,5.03E-04,52.56 
324,26,0.00644 ,3.30E-04,2910.41 
964,26,0.01224 ,2.07E-04,36.19 
977,26,0.01128 ,2.04E-04,21.80 
1035,26,0.01199 ,1.94E-04,36.94 
1072,26,0.01140 ,2.00E-04,13.52 
1165,26,0.01481 ,2.34E-04,25765.44 
1196,26,0.03566 ,1.26E-04,452.65 
1212,26,0.01116 ,2.19E-04,28.85 
1306,26,0.01241 ,1.93E-04,23.24 
1314,26,0.01137 ,2.12E-04,33.51 
1464,26,0.01376 ,1.79E-04,26.07 
1493,26,0.01068 ,2.13E-04,1.12 
1494,26,0.01016 ,2.52E-04,796.31 
1738,26,0.01379 ,1.81E-04,23.20 
1743,26,0.01150 ,2.05E-04,51.13 
1781,26,0.01290 ,1.88E-04,47.16 
1847,26,0.01117 ,2.19E-04,4421.96 
1900,26,0.03616 ,1.16E-04,13.06 
354,26,0.00620 ,2.22E-04,15.47 
359,26,0.00601 ,2.39E-04,70.63 
369,26,0.00520 ,2.63E-04,582.75 
415,26,0.00752 ,2.03E-04,484.33 
458,26,0.00762 ,2.10E-04,38.03 
510,26,0.00656 ,2.27E-04,513.65 
678,26,0.00479 ,2.84E-04,286.38 
619,26,0.00413 ,2.80E-04,23.43 
727,26,0.00494 ,2.90E-04,26.71 
731,26,0.00559 ,2.67E-04,5.40 
797,26,0.00430 ,2.88E-04,24.35 
814,26,0.00513 ,2.77E-04,15.36 
3440,26,0.00692 ,2.72E-04,4795.54 
2065,26,0.05324 ,1.04E-04,322.08 
2734,26,0.00756 ,2.58E-04,190.52 
3319,26,0.01107 ,1.89E-04,96.87 
2663,26,0.00966 ,2.05E-04,29.27 
2701,26,0.01120 ,1.73E-04,3.14 
2845,26,0.01067 ,1.85E-04,28.04 
3221,26,0.00799 ,2.26E-04,62.12 
3273,26,0.00840 ,2.12E-04,28.97 
2341,26,0.01204 ,2.45E-04,55.08 
2474,26,0.01584 ,2.21E-04,36.71 
2566,26,0.01916 ,1.59E-04,18.03 
3466,26,0.00492 ,3.23E-04,41.70 
3569,26,0.00563 ,2.89E-04,8.29 
3690,26,0.00487 ,3.58E-04,73.96 
3710,26,0.00519 ,3.12E-04,9.63 
3713,26,0.00527 ,3.08E-04,6.65 
3714,26,0.00554 ,2.95E-04,22.97 
3821,26,0.00497 ,3.29E-04,60.60 
3835,26,0.00529 ,3.08E-04,7.00 
3867,26,0.00521 ,3.15E-04,14.01 
3870,26,0.00547 ,3.02E-04,33.58 
3907,26,0.00522 ,3.13E-04,26.28 
158,25,0.00538 ,3.01E-04,39.06 
161,25,0.00617 ,2.82E-04,19.60 
232,25,0.00601 ,2.83E-04,10.80 
297,25,0.00651 ,2.77E-04,7.61 
601,25,0.01465 ,1.92E-04,3480.63 
933,25,0.01494 ,1.58E-04,31.70 
1274,25,0.01190 ,2.24E-04,1907.91 
1296,25,0.01254 ,1.84E-04,48.24 
1321,25,0.02035 ,1.65E-04,24.04 
1556,25,0.04283 ,1.08E-04,7.64 
1561,25,0.01780 ,1.82E-04,120.46 
1592,25,0.01572 ,1.41E-04,2.03 
1625,25,0.01304 ,1.76E-04,5.68 
1648,25,0.01046 ,2.07E-04,1.26 
1672,25,0.01164 ,2.06E-04,25.74 
1674,25,0.01988 ,1.84E-04,340.52 
1681,25,0.01188 ,1.88E-04,25.76 
1704,25,0.01361 ,1.63E-04,16.06 
1764,25,0.01631 ,1.42E-04,4.34 
1769,25,0.03334 ,1.16E-04,520.53 
1803,25,0.01014 ,2.37E-04,372.23 
1836,25,0.03442 ,1.19E-04,419.37 
421,25,0.00721 ,2.01E-04,183.25 
451,25,0.00897 ,1.86E-04,329.34 
519,25,0.00650 ,2.11E-04,15.51 
583,25,0.00365 ,2.78E-04,2.97 
617,25,0.00392 ,2.85E-04,37.38 
636,25,0.00401 ,2.69E-04,21.66 
644,25,0.00436 ,2.63E-04,63.97 
738,25,0.00470 ,2.72E-04,15.52 
3943,25,0.00767 ,2.41E-04,2376.52 
3178,25,0.00723 ,2.15E-04,141.08 
2764,25,0.00759 ,2.37E-04,307.31 
2812,25,0.00880 ,2.06E-04,85.10 
2978,25,0.00849 ,2.14E-04,32.85 
3081,25,0.00747 ,2.32E-04,73.14 
3170,25,0.01260 ,1.66E-04,12.89 
3211,25,0.00841 ,2.06E-04,69.91 
3215,25,0.00973 ,1.87E-04,48.21 
3279,25,0.00829 ,2.12E-04,76.50 
3379,25,0.00973 ,1.89E-04,19.60 
3390,25,0.01227 ,1.58E-04,19.26 
2023,25,0.01405 ,2.12E-04,24.63 
2044,25,0.06540 ,9.40E-05,5.55 
2362,25,0.02101 ,1.38E-04,3.10 
2427,25,0.06897 ,9.30E-05,9.76 
2497,25,0.01316 ,2.22E-04,27.06 
3471,25,0.00646 ,2.51E-04,19.70 
3480,25,0.00689 ,2.57E-04,16.51 
3505,25,0.00475 ,3.24E-04,39.80 
3636,25,0.00499 ,3.01E-04,8.15 
3706,25,0.00533 ,2.87E-04,17.32 
3753,25,0.00506 ,3.02E-04,11.11 
3831,25,0.00632 ,2.68E-04,34.09 
3969,25,0.00537 ,2.81E-04,9.63 
41,24,0.00345 ,4.57E-04,38.09 
72,24,0.00570 ,2.75E-04,14.77 
242,24,0.00411 ,3.16E-04,27.81 
249,24,0.00411 ,3.21E-04,26.23 
308,24,0.00632 ,2.78E-04,1449.51 
958,24,0.01030 ,2.00E-04,1.06 
976,24,0.01409 ,1.68E-04,12.28 
1095,24,0.01553 ,1.66E-04,67.79 
1121,24,0.01189 ,1.82E-04,28.19 
1139,24,0.01154 ,1.84E-04,11.63 
1171,24,0.01637 ,2.39E-04,20474.88 
1247,24,0.01379 ,1.60E-04,45.79 
1311,24,0.01180 ,1.83E-04,109.83 
1419,24,0.01444 ,1.92E-04,11645.21 
1421,24,0.00999 ,2.29E-04,520.83 
1615,24,0.00990 ,2.28E-04,14.23 
1618,24,0.03097 ,1.26E-04,1328.28 
1660,24,0.01473 ,1.85E-04,53.59 
1815,24,0.01152 ,1.84E-04,9.34 
489,24,0.00578 ,2.08E-04,27.26 
578,24,0.00355 ,2.67E-04,1.73 
600,24,0.00353 ,2.68E-04,2.52 
615,24,0.00353 ,2.68E-04,2.79 
618,24,0.00387 ,2.68E-04,82.83 
627,24,0.00355 ,2.67E-04,1.73 
643,24,0.00353 ,2.68E-04,2.52 
658,24,0.00355 ,2.67E-04,1.73 
659,24,0.00355 ,2.67E-04,1.73 
661,24,0.00353 ,2.68E-04,2.52 
662,24,0.00354 ,2.67E-04,2.08 
817,24,0.00457 ,2.66E-04,20.03 
862,24,0.00585 ,2.96E-04,95752.65 
2686,24,0.00835 ,1.90E-04,27.66 
2702,24,0.00827 ,1.93E-04,41.86 
2733,24,0.01098 ,1.64E-04,10.64 
2795,24,0.00774 ,2.03E-04,59.56 
2819,24,0.00884 ,1.86E-04,44.40 
2984,24,0.00956 ,1.78E-04,30.12 
3007,24,0.01115 ,1.73E-04,32.60 
3013,24,0.00958 ,1.78E-04,9.38 
3209,24,0.01012 ,1.71E-04,6.57 
3262,24,0.01002 ,1.65E-04,3.12 
3337,24,0.00896 ,1.84E-04,23.14 
1988,24,0.01414 ,2.10E-04,30.29 
2141,24,0.02135 ,1.36E-04,3.33 
2146,24,0.01186 ,2.19E-04,32.38 
2160,24,0.01166 ,2.27E-04,29.12 
2286,24,0.01316 ,2.09E-04,18.60 
2383,24,0.06986 ,8.62E-05,5.03 
2581,24,0.02827 ,1.63E-04,56.85 
3438,24,0.00626 ,2.49E-04,24.91 
3463,24,0.00530 ,2.76E-04,18.87 
3497,24,0.00622 ,2.40E-04,11.79 
3508,24,0.00453 ,3.24E-04,50.63 
3578,24,0.00689 ,2.32E-04,7.25 
3643,24,0.00505 ,2.77E-04,15.77 
3707,24,0.00577 ,2.40E-04,13.17 
3891,24,0.00566 ,2.70E-04,37.62 
3927,24,0.00453 ,3.19E-04,54.39 
3956,24,0.00463 ,3.04E-04,38.85 
31,23,0.00502 ,3.00E-04,40.20 
80,23,0.00387 ,3.14E-04,1300.87 
238,23,0.00521 ,2.65E-04,12.35 
949,23,0.01123 ,1.78E-04,16.12 
1098,23,0.00996 ,2.29E-04,4353.28 
1228,23,0.01077 ,1.86E-04,18.86 
1286,23,0.01563 ,1.36E-04,7.88 
1433,23,0.00960 ,2.21E-04,8.88 
1450,23,0.01379 ,2.03E-04,5445.84 
1588,23,0.00986 ,2.19E-04,429.68 
1633,23,0.01152 ,1.74E-04,15.48 
1773,23,0.01246 ,1.64E-04,4.62 
1801,23,0.01260 ,1.65E-04,8.98 
1870,23,0.01385 ,1.58E-04,14.12 
352,23,0.00750 ,1.74E-04,6.23 
361,23,0.00540 ,2.18E-04,38.97 
418,23,0.00706 ,1.90E-04,20.14 
494,23,0.00880 ,1.72E-04,46.96 
495,23,0.00715 ,1.77E-04,7.11 
599,23,0.00342 ,2.57E-04,1.70 
640,23,0.00343 ,2.57E-04,1.28 
670,23,0.00344 ,2.56E-04,0.98 
675,23,0.00342 ,2.57E-04,1.64 
681,23,0.00341 ,2.58E-04,2.34 
734,23,0.00415 ,2.69E-04,30.33 
792,23,0.00436 ,2.53E-04,15.15 
845,23,0.00466 ,2.48E-04,12.75 
3420,23,0.00730 ,1.95E-04,78.19 
2295,23,0.03498 ,1.02E-04,35.14 
3186,23,0.00866 ,1.86E-04,451.59 
2981,23,0.01140 ,1.46E-04,12.55 
3075,23,0.00881 ,1.82E-04,42.65 
3163,23,0.01246 ,1.34E-04,5.34 
3223,23,0.00830 ,1.87E-04,35.11 
3286,23,0.01072 ,1.47E-04,13.28 
3294,23,0.01039 ,1.53E-04,22.37 
3431,23,0.00834 ,1.90E-04,57.11 
1928,23,0.01529 ,1.38E-04,3.93 
2050,23,0.01374 ,1.40E-04,1.72 
2089,23,0.01208 ,2.04E-04,8.40 
2120,23,0.01149 ,2.23E-04,29.42 
2310,23,0.02428 ,1.23E-04,7.21 
2443,23,0.04308 ,1.39E-04,55.20 
2531,23,0.02523 ,1.21E-04,21.92 
2618,23,0.01341 ,2.11E-04,30.65 
3491,23,0.00620 ,2.32E-04,11.40 
3527,23,0.00641 ,2.24E-04,5.04 
3534,23,0.00485 ,2.83E-04,34.33 
3628,23,0.00414 ,3.34E-04,42.90 
3642,23,0.00588 ,2.39E-04,22.91 
3667,23,0.00565 ,2.39E-04,14.84 
3719,23,0.00480 ,2.78E-04,35.43 
3768,23,0.00487 ,2.79E-04,26.06 
48,22,0.00426 ,2.93E-04,43.12 
94,22,0.00385 ,2.98E-04,17.43 
171,22,0.01174 ,3.73E-04,126274.01 
204,22,0.00383 ,2.96E-04,22.25 
1062,22,0.01171 ,1.78E-04,44.51 
1063,22,0.03295 ,1.00E-04,1.33 
1223,22,0.01406 ,1.58E-04,75.69 
1294,22,0.01350 ,1.59E-04,27.79 
1400,22,0.01347 ,1.56E-04,10.48 
1412,22,0.01148 ,1.64E-04,78.16 
1484,22,0.03520 ,1.05E-04,9.87 
1489,22,0.01375 ,1.39E-04,2.94 
1526,22,0.01261 ,1.57E-04,24.19 
1531,22,0.01182 ,1.82E-04,67.29 
1629,22,0.01002 ,1.86E-04,7.01 
1747,22,0.00981 ,1.87E-04,11.58 
1779,22,0.01600 ,1.72E-04,72.30 
1805,22,0.02161 ,1.23E-04,17.20 
1852,22,0.01656 ,1.45E-04,611.97 
1906,22,0.01188 ,1.70E-04,8.17 
450,22,0.00607 ,1.91E-04,13.38 
469,22,0.00512 ,2.17E-04,573.43 
536,22,0.00712 ,1.68E-04,5.46 
539,22,0.00500 ,2.10E-04,78.67 
577,22,0.00333 ,2.47E-04,0.61 
597,22,0.00367 ,2.40E-04,15.64 
632,22,0.00330 ,2.48E-04,1.60 
635,22,0.00354 ,2.43E-04,26.60 
650,22,0.00329 ,2.48E-04,1.64 
677,22,0.00357 ,2.44E-04,64.52 
838,22,0.00432 ,2.39E-04,7.90 
2496,22,0.03722 ,9.63E-05,0.35 
2759,22,0.00853 ,1.66E-04,56.46 
2803,22,0.00731 ,1.90E-04,46.43 
2807,22,0.00728 ,1.80E-04,31.19 
2830,22,0.00906 ,1.70E-04,13.80 
2851,22,0.00760 ,1.82E-04,19.76 
2870,22,0.00764 ,1.88E-04,35.82 
2891,22,0.01120 ,1.35E-04,5.69 
2967,22,0.01110 ,1.43E-04,10.56 
3032,22,0.00788 ,1.83E-04,10.86 
3039,22,0.00998 ,1.55E-04,3.20 
3199,22,0.01095 ,1.56E-04,20.66 
3306,22,0.00966 ,1.63E-04,25.30 
1936,22,0.01239 ,2.04E-04,25.25 
2197,22,0.01236 ,1.89E-04,18.21 
2207,22,0.01998 ,1.94E-04,35.31 
2208,22,0.05191 ,9.32E-05,6.98 
2558,22,0.01046 ,2.90E-04,45.24 
3443,22,0.00445 ,2.81E-04,29.15 
3509,22,0.00494 ,2.50E-04,6.65 
3511,22,0.00420 ,2.99E-04,64.27 
3573,22,0.00553 ,2.32E-04,26.33 
3634,22,0.00448 ,2.69E-04,6.68 
3656,22,0.00590 ,2.28E-04,5.77 
3670,22,0.00595 ,2.29E-04,10.72 
3747,22,0.00398 ,3.14E-04,34.81 
3836,22,0.00396 ,3.35E-04,37.20 
3852,22,0.00584 ,2.22E-04,14.62 
3909,22,0.00478 ,2.57E-04,24.71 
3915,22,0.00465 ,2.68E-04,16.06 
3931,22,0.00462 ,2.86E-04,42.25 
3933,22,0.00394 ,3.22E-04,25.36 
92,21,0.00346 ,2.87E-04,5.58 
115,21,0.00313 ,4.10E-04,27.17 
231,21,0.00466 ,2.67E-04,23.53 
248,21,0.00503 ,2.50E-04,17.27 
303,21,0.00484 ,2.53E-04,12.43 
320,21,0.00338 ,3.07E-04,34.38 
926,21,0.03152 ,1.03E-04,9.75 
972,21,0.03077 ,9.78E-05,1.31 
1069,21,0.03071 ,9.88E-05,1.38 
1127,21,0.00997 ,1.99E-04,26.63 
1144,21,0.00916 ,2.11E-04,7.22 
1317,21,0.01045 ,2.17E-04,5595.28 
1363,21,0.00966 ,1.79E-04,1.47 
1410,21,0.00931 ,2.08E-04,414.30 
1418,21,0.01411 ,1.53E-04,23.79 
1439,21,0.04569 ,9.27E-05,0.21 
1650,21,0.01153 ,1.72E-04,81.12 
1726,21,0.01396 ,1.93E-04,7072.23 
350,21,0.00540 ,2.16E-04,632.71 
416,21,0.00766 ,1.65E-04,637.45 
543,21,0.00487 ,1.97E-04,112.49 
582,21,0.00321 ,2.37E-04,0.25 
589,21,0.00343 ,2.34E-04,60.32 
625,21,0.00331 ,2.37E-04,7.23 
701,21,0.00410 ,2.29E-04,9.98 
848,21,0.00407 ,2.59E-04,28.40 
2687,21,0.00996 ,1.51E-04,3.01 
2737,21,0.00873 ,1.59E-04,23.63 
2762,21,0.00765 ,1.75E-04,30.86 
2848,21,0.00745 ,1.82E-04,49.15 
2868,21,0.00758 ,1.76E-04,43.29 
2948,21,0.00966 ,1.40E-04,10.85 
3139,21,0.00738 ,1.85E-04,19.72 
3236,21,0.00723 ,1.74E-04,21.93 
3380,21,0.00912 ,1.61E-04,21.87 
3430,21,0.00960 ,1.51E-04,17.85 
2036,21,0.01786 ,1.39E-04,9.31 
2096,21,0.02419 ,1.04E-04,5.43 
2288,21,0.03870 ,1.02E-04,34.26 
2401,21,0.01706 ,1.85E-04,29.12 
2570,21,0.01093 ,2.16E-04,33.00 
2622,21,0.02202 ,1.88E-04,26.85 
3499,21,0.00434 ,2.71E-04,24.68 
3554,21,0.00432 ,2.62E-04,21.19 
3601,21,0.00455 ,2.56E-04,21.75 
3648,21,0.00440 ,2.64E-04,20.90 
3697,21,0.00601 ,2.19E-04,9.38 
3761,21,0.00435 ,2.58E-04,8.53 
3786,21,0.00473 ,2.48E-04,15.35 
3791,21,0.00386 ,3.14E-04,29.06 
3803,21,0.00433 ,2.67E-04,38.70 
3896,21,0.00461 ,2.46E-04,11.52 
7,20,0.00471 ,2.63E-04,1388.05 
88,20,0.00400 ,2.85E-04,37.08 
148,20,0.00439 ,2.47E-04,19.59 
180,20,0.00336 ,2.76E-04,7.43 
299,20,0.00332 ,2.79E-04,12.51 
302,20,0.00348 ,2.72E-04,5.70 
331,20,0.00462 ,2.42E-04,16.46 
951,20,0.01214 ,1.66E-04,884.29 
1091,20,0.03330 ,1.13E-04,17.73 
1187,20,0.01095 ,1.86E-04,399.44 
1213,20,0.01018 ,1.71E-04,13.70 
1241,20,0.01214 ,1.40E-04,16.02 
1308,20,0.00996 ,1.71E-04,13.07 
1328,20,0.00901 ,2.04E-04,839.98 
1356,20,0.00926 ,1.85E-04,15.61 
1566,20,0.01083 ,1.74E-04,34.40 
1575,20,0.01327 ,1.41E-04,28.22 
1585,20,0.01349 ,1.84E-04,46.88 
1771,20,0.03155 ,9.58E-05,1.92 
1780,20,0.02040 ,1.32E-04,524.33 
2635,20,0.02606 ,1.01E-04,232.58 
403,20,0.00509 ,1.77E-04,10.49 
457,20,0.00374 ,2.19E-04,620.32 
474,20,0.00475 ,1.82E-04,18.90 
516,20,0.00388 ,2.18E-04,612.37 
558,20,0.00647 ,1.70E-04,238.23 
565,20,0.00748 ,1.57E-04,5.10 
620,20,0.00440 ,2.04E-04,76.42 
684,20,0.00319 ,2.28E-04,5.31 
711,20,0.00385 ,2.21E-04,5.93 
758,20,0.00356 ,2.27E-04,8.37 
793,20,0.00324 ,2.35E-04,13.36 
803,20,0.00337 ,2.50E-04,10326.63 
807,20,0.00387 ,2.25E-04,8.43 
835,20,0.00378 ,2.24E-04,11.15 
2938,20,0.00750 ,1.67E-04,73.77 
2667,20,0.00663 ,1.76E-04,35.14 
2825,20,0.00745 ,1.69E-04,97.54 
2859,20,0.00845 ,1.59E-04,21.57 
2918,20,0.00691 ,1.71E-04,9.13 
2934,20,0.00638 ,1.86E-04,29.62 
2949,20,0.00521 ,2.70E-04,33.04 
3042,20,0.00956 ,1.46E-04,20.94 
3103,20,0.00737 ,1.71E-04,18.01 
3276,20,0.00774 ,1.66E-04,36.08 
3318,20,0.00528 ,2.58E-04,11.09 
3356,20,0.00737 ,1.69E-04,5.02 
3421,20,0.00890 ,1.56E-04,18.80 
1965,20,0.01566 ,1.58E-04,17.81 
1990,20,0.01219 ,1.84E-04,13.81 
2260,20,0.01206 ,1.83E-04,24.31 
