Id,degree,Betweenness Centrality,Eigenvector Centrality,PageRank
11902,1,0.00 ,0.00 ,7.53E-06
11903,1,0.00 ,0.00 ,7.53E-06
11905,1,0.00 ,0.00 ,7.53E-06
11907,1,0.00 ,0.00 ,7.53E-06
11908,1,0.00 ,0.00 ,7.53E-06
11909,1,0.00 ,0.00 ,7.53E-06
11910,1,0.00 ,0.00 ,7.53E-06
11911,1,0.00 ,0.00 ,7.53E-06
11912,1,0.00 ,0.00 ,7.53E-06
11913,1,0.00 ,0.00 ,7.53E-06
11914,1,0.00 ,0.00 ,7.53E-06
11920,1,0.00 ,0.00 ,7.53E-06
11921,1,0.00 ,0.00 ,7.53E-06
11922,1,0.00 ,0.00 ,7.53E-06
11923,1,0.00 ,0.00 ,7.53E-06
11924,1,0.00 ,0.00 ,7.53E-06
11925,1,0.00 ,0.00 ,7.53E-06
11926,1,0.00 ,0.00 ,7.53E-06
11927,1,0.00 ,0.00 ,7.53E-06
1204,1,0.00 ,0.00 ,6.43E-06
1212,1,0.00 ,0.00 ,6.43E-06
1216,1,0.00 ,0.00 ,6.43E-06
1218,1,0.00 ,0.00 ,6.43E-06
19205,1,0.00 ,0.00 ,6.42E-06
19207,1,0.00 ,0.00 ,6.42E-06
19208,1,0.00 ,0.00 ,6.42E-06
19212,1,0.00 ,0.00 ,6.42E-06
19213,1,0.00 ,0.00 ,6.42E-06
19215,1,0.00 ,0.00 ,6.42E-06
19216,1,0.00 ,0.00 ,6.42E-06
19217,1,0.00 ,0.00 ,6.42E-06
19221,1,0.00 ,0.00 ,6.42E-06
19223,1,0.00 ,0.00 ,6.42E-06
19225,1,0.00 ,0.00 ,6.42E-06
19231,1,0.00 ,0.00 ,6.42E-06
19232,1,0.00 ,0.00 ,6.42E-06
19246,1,0.00 ,0.00 ,6.94E-06
19247,1,0.00 ,0.00 ,6.94E-06
19248,1,0.00 ,0.00 ,6.94E-06
19249,1,0.00 ,0.00 ,6.94E-06
19252,1,0.00 ,0.00 ,6.94E-06
19253,1,0.00 ,0.00 ,6.94E-06
19254,1,0.00 ,0.00 ,6.94E-06
19255,1,0.00 ,0.00 ,6.94E-06
19256,1,0.00 ,0.00 ,6.94E-06
19257,1,0.00 ,0.00 ,6.94E-06
19258,1,0.00 ,0.00 ,6.94E-06
19259,1,0.00 ,0.00 ,6.94E-06
19260,1,0.00 ,0.00 ,6.94E-06
19261,1,0.00 ,0.00 ,6.94E-06
19262,1,0.00 ,0.00 ,6.94E-06
19263,1,0.00 ,0.00 ,6.94E-06
19265,1,0.00 ,0.00 ,6.94E-06
19267,1,0.00 ,0.00 ,6.94E-06
19268,1,0.00 ,0.00 ,6.94E-06
19269,1,0.00 ,0.00 ,6.94E-06
19270,1,0.00 ,0.00 ,6.94E-06
19272,1,0.00 ,0.00 ,6.94E-06
19274,1,0.00 ,0.00 ,6.94E-06
19275,1,0.00 ,0.00 ,6.94E-06
19280,1,0.00 ,0.00 ,6.94E-06
19281,1,0.00 ,0.00 ,6.94E-06
19282,1,0.00 ,0.00 ,6.94E-06
19283,1,0.00 ,0.00 ,6.94E-06
19284,1,0.00 ,0.00 ,6.94E-06
19287,1,0.00 ,0.00 ,6.94E-06
19289,1,0.00 ,0.00 ,6.94E-06
19290,1,0.00 ,0.00 ,6.94E-06
19291,1,0.00 ,0.00 ,6.94E-06
19292,1,0.00 ,0.00 ,6.94E-06
19293,1,0.00 ,0.00 ,6.94E-06
19294,1,0.00 ,0.00 ,6.94E-06
19296,1,0.00 ,0.00 ,6.94E-06
19297,1,0.00 ,0.00 ,6.94E-06
19298,1,0.00 ,0.00 ,6.94E-06
19299,1,0.00 ,0.00 ,6.94E-06
19300,1,0.00 ,0.00 ,6.94E-06
19301,1,0.00 ,0.00 ,6.94E-06
19302,1,0.00 ,0.00 ,6.94E-06
19303,1,0.00 ,0.00 ,6.94E-06
19304,1,0.00 ,0.00 ,6.94E-06
19305,1,0.00 ,0.00 ,6.94E-06
19306,1,0.00 ,0.00 ,6.94E-06
19308,1,0.00 ,0.00 ,6.94E-06
19311,1,0.00 ,0.00 ,6.94E-06
19312,1,0.00 ,0.00 ,6.94E-06
19313,1,0.00 ,0.00 ,6.94E-06
19314,1,0.00 ,0.00 ,6.94E-06
19315,1,0.00 ,0.00 ,6.94E-06
19317,1,0.00 ,0.00 ,6.94E-06
19318,1,0.00 ,0.00 ,6.94E-06
19319,1,0.00 ,0.00 ,6.94E-06
19320,1,0.00 ,0.00 ,6.94E-06
19321,1,0.00 ,0.00 ,6.94E-06
19322,1,0.00 ,0.00 ,6.94E-06
19323,1,0.00 ,0.00 ,6.94E-06
19324,1,0.00 ,0.00 ,6.94E-06
19325,1,0.00 ,0.00 ,6.94E-06
19326,1,0.00 ,0.00 ,6.94E-06
19328,1,0.00 ,0.00 ,6.94E-06
19329,1,0.00 ,0.00 ,6.94E-06
19330,1,0.00 ,0.00 ,6.94E-06
19331,1,0.00 ,0.00 ,6.94E-06
19332,1,0.00 ,0.00 ,6.94E-06
19333,1,0.00 ,0.00 ,6.94E-06
19334,1,0.00 ,0.00 ,6.94E-06
19337,1,0.00 ,0.00 ,6.94E-06
19340,1,0.00 ,0.00 ,6.94E-06
18818,1,0.00 ,0.00 ,7.20E-06
18819,1,0.00 ,0.00 ,7.20E-06
18820,1,0.00 ,0.00 ,7.20E-06
18822,1,0.00 ,0.00 ,7.20E-06
18823,1,0.00 ,0.00 ,7.20E-06
18824,1,0.00 ,0.00 ,7.20E-06
18826,1,0.00 ,0.00 ,7.20E-06
18828,1,0.00 ,0.00 ,7.20E-06
18829,1,0.00 ,0.00 ,7.20E-06
18830,1,0.00 ,0.00 ,7.20E-06
18833,1,0.00 ,0.00 ,7.20E-06
18834,1,0.00 ,0.00 ,7.20E-06
18835,1,0.00 ,0.00 ,7.20E-06
18836,1,0.00 ,0.00 ,7.20E-06
18837,1,0.00 ,0.00 ,7.20E-06
18838,1,0.00 ,0.00 ,7.20E-06
18839,1,0.00 ,0.00 ,7.20E-06
18840,1,0.00 ,0.00 ,7.20E-06
18841,1,0.00 ,0.00 ,7.20E-06
18842,1,0.00 ,0.00 ,7.20E-06
18843,1,0.00 ,0.00 ,7.20E-06
18844,1,0.00 ,0.00 ,7.20E-06
18846,1,0.00 ,0.00 ,7.20E-06
18847,1,0.00 ,0.00 ,7.20E-06
18849,1,0.00 ,0.00 ,7.20E-06
18850,1,0.00 ,0.00 ,7.20E-06
18851,1,0.00 ,0.00 ,7.20E-06
18852,1,0.00 ,0.00 ,7.20E-06
18853,1,0.00 ,0.00 ,7.20E-06
18854,1,0.00 ,0.00 ,7.20E-06
18855,1,0.00 ,0.00 ,7.20E-06
18856,1,0.00 ,0.00 ,7.20E-06
18857,1,0.00 ,0.00 ,7.20E-06
18859,1,0.00 ,0.00 ,7.20E-06
18860,1,0.00 ,0.00 ,7.20E-06
18861,1,0.00 ,0.00 ,7.20E-06
18862,1,0.00 ,0.00 ,7.20E-06
18863,1,0.00 ,0.00 ,7.20E-06
18864,1,0.00 ,0.00 ,7.20E-06
18865,1,0.00 ,0.00 ,7.20E-06
22584,1,0.00 ,0.00 ,6.53E-06
22585,1,0.00 ,0.00 ,6.53E-06
22587,1,0.00 ,0.00 ,6.53E-06
22588,1,0.00 ,0.00 ,6.53E-06
22589,1,0.00 ,0.00 ,6.53E-06
22591,1,0.00 ,0.00 ,6.53E-06
1419,1,0.00 ,0.00 ,6.30E-06
1422,1,0.00 ,0.00 ,6.30E-06
1423,1,0.00 ,0.00 ,6.30E-06
1424,1,0.00 ,0.00 ,6.30E-06
1425,1,0.00 ,0.00 ,6.30E-06
1426,1,0.00 ,0.00 ,6.30E-06
1427,1,0.00 ,0.00 ,6.30E-06
1432,1,0.00 ,0.00 ,6.30E-06
1433,1,0.00 ,0.00 ,6.30E-06
1434,1,0.00 ,0.00 ,6.30E-06
1435,1,0.00 ,0.00 ,6.30E-06
1436,1,0.00 ,0.00 ,6.30E-06
1438,1,0.00 ,0.00 ,6.30E-06
1439,1,0.00 ,0.00 ,6.30E-06
1444,1,0.00 ,0.00 ,6.30E-06
1446,1,0.00 ,0.00 ,6.30E-06
1447,1,0.00 ,0.00 ,6.30E-06
1449,1,0.00 ,0.00 ,6.30E-06
1453,1,0.00 ,0.00 ,6.30E-06
1457,1,0.00 ,0.00 ,6.30E-06
1458,1,0.00 ,0.00 ,6.30E-06
1459,1,0.00 ,0.00 ,6.30E-06
1460,1,0.00 ,0.00 ,6.30E-06
1462,1,0.00 ,0.00 ,6.30E-06
1467,1,0.00 ,0.00 ,6.30E-06
1470,1,0.00 ,0.00 ,6.30E-06
1471,1,0.00 ,0.00 ,6.30E-06
1472,1,0.00 ,0.00 ,6.30E-06
1474,1,0.00 ,0.00 ,6.30E-06
1475,1,0.00 ,0.00 ,6.30E-06
1480,1,0.00 ,0.00 ,6.30E-06
1483,1,0.00 ,0.00 ,6.30E-06
1485,1,0.00 ,0.00 ,6.30E-06
1488,1,0.00 ,0.00 ,6.30E-06
15196,1,0.00 ,0.00 ,7.10E-06
15199,1,0.00 ,0.00 ,7.10E-06
15201,1,0.00 ,0.00 ,7.10E-06
15203,1,0.00 ,0.00 ,7.10E-06
15207,1,0.00 ,0.00 ,7.10E-06
15208,1,0.00 ,0.00 ,7.10E-06
15210,1,0.00 ,0.00 ,7.10E-06
15213,1,0.00 ,0.00 ,7.10E-06
15214,1,0.00 ,0.00 ,7.10E-06
15215,1,0.00 ,0.00 ,7.10E-06
15217,1,0.00 ,0.00 ,7.10E-06
15218,1,0.00 ,0.00 ,7.10E-06
15220,1,0.00 ,0.00 ,7.10E-06
15223,1,0.00 ,0.00 ,7.10E-06
15230,1,0.00 ,0.00 ,7.10E-06
15232,1,0.00 ,0.00 ,7.10E-06
15233,1,0.00 ,0.00 ,7.10E-06
15235,1,0.00 ,0.00 ,7.10E-06
15236,1,0.00 ,0.00 ,7.10E-06
15240,1,0.00 ,0.00 ,7.10E-06
15241,1,0.00 ,0.00 ,7.10E-06
15242,1,0.00 ,0.00 ,7.10E-06
15245,1,0.00 ,0.00 ,7.10E-06
15246,1,0.00 ,0.00 ,7.10E-06
15248,1,0.00 ,0.00 ,7.10E-06
15249,1,0.00 ,0.00 ,7.10E-06
15250,1,0.00 ,0.00 ,7.10E-06
15253,1,0.00 ,0.00 ,7.10E-06
15254,1,0.00 ,0.00 ,7.10E-06
15256,1,0.00 ,0.00 ,7.10E-06
15257,1,0.00 ,0.00 ,7.10E-06
15260,1,0.00 ,0.00 ,7.10E-06
15261,1,0.00 ,0.00 ,7.10E-06
15266,1,0.00 ,0.00 ,7.10E-06
15269,1,0.00 ,0.00 ,7.10E-06
15271,1,0.00 ,0.00 ,7.10E-06
15276,1,0.00 ,0.00 ,7.10E-06
15277,1,0.00 ,0.00 ,7.10E-06
15278,1,0.00 ,0.00 ,7.10E-06
15281,1,0.00 ,0.00 ,7.10E-06
15284,1,0.00 ,0.00 ,7.10E-06
15285,1,0.00 ,0.00 ,7.10E-06
15286,1,0.00 ,0.00 ,7.10E-06
15287,1,0.00 ,0.00 ,7.10E-06
15289,1,0.00 ,0.00 ,7.10E-06
15292,1,0.00 ,0.00 ,7.10E-06
15293,1,0.00 ,0.00 ,7.10E-06
15296,1,0.00 ,0.00 ,7.10E-06
15297,1,0.00 ,0.00 ,7.10E-06
15298,1,0.00 ,0.00 ,7.10E-06
15311,1,0.00 ,0.00 ,7.10E-06
15313,1,0.00 ,0.00 ,7.10E-06
15314,1,0.00 ,0.00 ,7.10E-06
15316,1,0.00 ,0.00 ,7.10E-06
15317,1,0.00 ,0.00 ,7.10E-06
15321,1,0.00 ,0.00 ,7.10E-06
15323,1,0.00 ,0.00 ,7.10E-06
15327,1,0.00 ,0.00 ,7.10E-06
15328,1,0.00 ,0.00 ,7.10E-06
15330,1,0.00 ,0.00 ,7.10E-06
15331,1,0.00 ,0.00 ,7.10E-06
15332,1,0.00 ,0.00 ,7.10E-06
15333,1,0.00 ,0.00 ,7.10E-06
15335,1,0.00 ,0.00 ,7.10E-06
15336,1,0.00 ,0.00 ,7.10E-06
15339,1,0.00 ,0.00 ,7.10E-06
15343,1,0.00 ,0.00 ,7.10E-06
15344,1,0.00 ,0.00 ,7.10E-06
15345,1,0.00 ,0.00 ,7.10E-06
15347,1,0.00 ,0.00 ,7.10E-06
15348,1,0.00 ,0.00 ,7.10E-06
15349,1,0.00 ,0.00 ,7.10E-06
15350,1,0.00 ,0.00 ,7.10E-06
15351,1,0.00 ,0.00 ,7.10E-06
15352,1,0.00 ,0.00 ,7.10E-06
15353,1,0.00 ,0.00 ,7.10E-06
15354,1,0.00 ,0.00 ,7.10E-06
15355,1,0.00 ,0.00 ,7.10E-06
15356,1,0.00 ,0.00 ,7.10E-06
15357,1,0.00 ,0.00 ,7.10E-06
15358,1,0.00 ,0.00 ,7.10E-06
15359,1,0.00 ,0.00 ,7.10E-06
15360,1,0.00 ,0.00 ,7.10E-06
15364,1,0.00 ,0.00 ,7.10E-06
15365,1,0.00 ,0.00 ,7.10E-06
15366,1,0.00 ,0.00 ,7.10E-06
15367,1,0.00 ,0.00 ,7.10E-06
15368,1,0.00 ,0.00 ,7.10E-06
15370,1,0.00 ,0.00 ,7.10E-06
15378,1,0.00 ,0.00 ,7.10E-06
15380,1,0.00 ,0.00 ,7.10E-06
15382,1,0.00 ,0.00 ,7.10E-06
15383,1,0.00 ,0.00 ,7.10E-06
15384,1,0.00 ,0.00 ,7.10E-06
15388,1,0.00 ,0.00 ,7.10E-06
15390,1,0.00 ,0.00 ,7.10E-06
15391,1,0.00 ,0.00 ,7.10E-06
15392,1,0.00 ,0.00 ,7.10E-06
15393,1,0.00 ,0.00 ,7.10E-06
22218,1,0.00 ,0.00 ,7.03E-06
22225,1,0.00 ,0.00 ,7.03E-06
22226,1,0.00 ,0.00 ,7.03E-06
22232,1,0.00 ,0.00 ,7.03E-06
22234,1,0.00 ,0.00 ,7.03E-06
22238,1,0.00 ,0.00 ,7.03E-06
14442,1,0.00 ,0.00 ,7.61E-06
14443,1,0.00 ,0.00 ,7.61E-06
14444,1,0.00 ,0.00 ,7.61E-06
14446,1,0.00 ,0.00 ,7.61E-06
14448,1,0.00 ,0.00 ,7.61E-06
14450,1,0.00 ,0.00 ,7.61E-06
14451,1,0.00 ,0.00 ,7.61E-06
14452,1,0.00 ,0.00 ,7.61E-06
14453,1,0.00 ,0.00 ,7.61E-06
14454,1,0.00 ,0.00 ,7.61E-06
14455,1,0.00 ,0.00 ,7.61E-06
14456,1,0.00 ,0.00 ,7.61E-06
14457,1,0.00 ,0.00 ,7.61E-06
14458,1,0.00 ,0.00 ,7.61E-06
14463,1,0.00 ,0.00 ,7.61E-06
14465,1,0.00 ,0.00 ,7.61E-06
14467,1,0.00 ,0.00 ,7.61E-06
14468,1,0.00 ,0.00 ,7.61E-06
14469,1,0.00 ,0.00 ,7.61E-06
14474,1,0.00 ,0.00 ,7.61E-06
14475,1,0.00 ,0.00 ,7.61E-06
14477,1,0.00 ,0.00 ,7.61E-06
14481,1,0.00 ,0.00 ,7.61E-06
14482,1,0.00 ,0.00 ,7.61E-06
14484,1,0.00 ,0.00 ,7.61E-06
14485,1,0.00 ,0.00 ,7.61E-06
14486,1,0.00 ,0.00 ,7.61E-06
14490,1,0.00 ,0.00 ,7.61E-06
14492,1,0.00 ,0.00 ,7.61E-06
14495,1,0.00 ,0.00 ,7.61E-06
14496,1,0.00 ,0.00 ,7.61E-06
14497,1,0.00 ,0.00 ,7.61E-06
14498,1,0.00 ,0.00 ,7.61E-06
14499,1,0.00 ,0.00 ,7.61E-06
14500,1,0.00 ,0.00 ,7.61E-06
14501,1,0.00 ,0.00 ,7.61E-06
14502,1,0.00 ,0.00 ,7.61E-06
14504,1,0.00 ,0.00 ,7.61E-06
14505,1,0.00 ,0.00 ,7.61E-06
14506,1,0.00 ,0.00 ,7.61E-06
14507,1,0.00 ,0.00 ,7.61E-06
14508,1,0.00 ,0.00 ,7.61E-06
14509,1,0.00 ,0.00 ,7.61E-06
14510,1,0.00 ,0.00 ,7.61E-06
14512,1,0.00 ,0.00 ,7.61E-06
14513,1,0.00 ,0.00 ,7.61E-06
14514,1,0.00 ,0.00 ,7.61E-06
14515,1,0.00 ,0.00 ,7.61E-06
14517,1,0.00 ,0.00 ,7.61E-06
14518,1,0.00 ,0.00 ,7.61E-06
14519,1,0.00 ,0.00 ,7.61E-06
1611,1,0.00 ,0.00 ,6.41E-06
1615,1,0.00 ,0.00 ,6.41E-06
1618,1,0.00 ,0.00 ,6.41E-06
1621,1,0.00 ,0.00 ,6.41E-06
1627,1,0.00 ,0.00 ,6.41E-06
1630,1,0.00 ,0.00 ,6.41E-06
1632,1,0.00 ,0.00 ,6.41E-06
1636,1,0.00 ,0.00 ,6.41E-06
1639,1,0.00 ,0.00 ,6.41E-06
1642,1,0.00 ,0.00 ,6.41E-06
1643,1,0.00 ,0.00 ,6.41E-06
1649,1,0.00 ,0.00 ,6.41E-06
1658,1,0.00 ,0.00 ,6.41E-06
1668,1,0.00 ,0.00 ,6.41E-06
1673,1,0.00 ,0.00 ,6.41E-06
1674,1,0.00 ,0.00 ,6.41E-06
1676,1,0.00 ,0.00 ,6.41E-06
1679,1,0.00 ,0.00 ,6.41E-06
1682,1,0.00 ,0.00 ,6.41E-06
1684,1,0.00 ,0.00 ,6.41E-06
1692,1,0.00 ,0.00 ,6.41E-06
1693,1,0.00 ,0.00 ,6.41E-06
1700,1,0.00 ,0.00 ,6.41E-06
1703,1,0.00 ,0.00 ,6.41E-06
1704,1,0.00 ,0.00 ,6.41E-06
1705,1,0.00 ,0.00 ,6.41E-06
1710,1,0.00 ,0.00 ,6.41E-06
1711,1,0.00 ,0.00 ,6.41E-06
1712,1,0.00 ,0.00 ,6.41E-06
1713,1,0.00 ,0.00 ,6.41E-06
1716,1,0.00 ,0.00 ,6.41E-06
1721,1,0.00 ,0.00 ,6.41E-06
15403,1,0.00 ,0.00 ,6.54E-06
15407,1,0.00 ,0.00 ,6.54E-06
15408,1,0.00 ,0.00 ,6.54E-06
15409,1,0.00 ,0.00 ,6.54E-06
15415,1,0.00 ,0.00 ,6.54E-06
15418,1,0.00 ,0.00 ,6.54E-06
15420,1,0.00 ,0.00 ,6.54E-06
15422,1,0.00 ,0.00 ,6.54E-06
15423,1,0.00 ,0.00 ,6.54E-06
15428,1,0.00 ,0.00 ,6.54E-06
15433,1,0.00 ,0.00 ,6.54E-06
15434,1,0.00 ,0.00 ,6.54E-06
15441,1,0.00 ,0.00 ,6.54E-06
15442,1,0.00 ,0.00 ,6.54E-06
15443,1,0.00 ,0.00 ,6.54E-06
15446,1,0.00 ,0.00 ,6.54E-06
15449,1,0.00 ,0.00 ,6.54E-06
15450,1,0.00 ,0.00 ,6.54E-06
15453,1,0.00 ,0.00 ,6.54E-06
15454,1,0.00 ,0.00 ,6.54E-06
15455,1,0.00 ,0.00 ,6.54E-06
15484,1,0.00 ,0.00 ,6.14E-06
15485,1,0.00 ,0.00 ,6.14E-06
15488,1,0.00 ,0.00 ,6.14E-06
15490,1,0.00 ,0.00 ,6.14E-06
15496,1,0.00 ,0.00 ,6.14E-06
15498,1,0.00 ,0.00 ,6.14E-06
15503,1,0.00 ,0.00 ,6.14E-06
15505,1,0.00 ,0.00 ,6.14E-06
15508,1,0.00 ,0.00 ,6.14E-06
15514,1,0.00 ,0.00 ,6.14E-06
15518,1,0.00 ,0.00 ,6.14E-06
14522,1,0.00 ,0.00 ,6.35E-06
18870,1,0.00 ,0.00 ,7.33E-06
18876,1,0.00 ,0.00 ,7.33E-06
18880,1,0.00 ,0.00 ,7.33E-06
18884,1,0.00 ,0.00 ,7.33E-06
18885,1,0.00 ,0.00 ,7.33E-06
18886,1,0.00 ,0.00 ,7.33E-06
18889,1,0.00 ,0.00 ,7.33E-06
18892,1,0.00 ,0.00 ,7.33E-06
18893,1,0.00 ,0.00 ,7.33E-06
18897,1,0.00 ,0.00 ,7.33E-06
18898,1,0.00 ,0.00 ,7.33E-06
18899,1,0.00 ,0.00 ,7.33E-06
18903,1,0.00 ,0.00 ,7.33E-06
18904,1,0.00 ,0.00 ,7.33E-06
18905,1,0.00 ,0.00 ,7.33E-06
18909,1,0.00 ,0.00 ,7.33E-06
18910,1,0.00 ,0.00 ,7.33E-06
18911,1,0.00 ,0.00 ,7.33E-06
18914,1,0.00 ,0.00 ,7.33E-06
18915,1,0.00 ,0.00 ,7.33E-06
18916,1,0.00 ,0.00 ,7.33E-06
18917,1,0.00 ,0.00 ,7.33E-06
18918,1,0.00 ,0.00 ,7.33E-06
18919,1,0.00 ,0.00 ,7.33E-06
18923,1,0.00 ,0.00 ,7.33E-06
18926,1,0.00 ,0.00 ,7.33E-06
18928,1,0.00 ,0.00 ,7.33E-06
18930,1,0.00 ,0.00 ,7.33E-06
18935,1,0.00 ,0.00 ,7.33E-06
18936,1,0.00 ,0.00 ,7.33E-06
18939,1,0.00 ,0.00 ,7.33E-06
18942,1,0.00 ,0.00 ,7.33E-06
18943,1,0.00 ,0.00 ,7.33E-06
18945,1,0.00 ,0.00 ,7.33E-06
18946,1,0.00 ,0.00 ,7.33E-06
18947,1,0.00 ,0.00 ,7.33E-06
18950,1,0.00 ,0.00 ,7.33E-06
18954,1,0.00 ,0.00 ,7.33E-06
18958,1,0.00 ,0.00 ,7.33E-06
18963,1,0.00 ,0.00 ,7.33E-06
18964,1,0.00 ,0.00 ,7.33E-06
18965,1,0.00 ,0.00 ,7.33E-06
18966,1,0.00 ,0.00 ,7.33E-06
18972,1,0.00 ,0.00 ,7.33E-06
18973,1,0.00 ,0.00 ,7.33E-06
18976,1,0.00 ,0.00 ,7.33E-06
18977,1,0.00 ,0.00 ,7.33E-06
18980,1,0.00 ,0.00 ,7.33E-06
18981,1,0.00 ,0.00 ,7.33E-06
18984,1,0.00 ,0.00 ,7.33E-06
18985,1,0.00 ,0.00 ,7.33E-06
18990,1,0.00 ,0.00 ,7.33E-06
18991,1,0.00 ,0.00 ,7.33E-06
18993,1,0.00 ,0.00 ,7.33E-06
18994,1,0.00 ,0.00 ,7.33E-06
22241,1,0.00 ,0.00 ,6.74E-06
22242,1,0.00 ,0.00 ,6.74E-06
22243,1,0.00 ,0.00 ,6.74E-06
22244,1,0.00 ,0.00 ,6.74E-06
22257,1,0.00 ,0.00 ,6.42E-06
22259,1,0.00 ,0.00 ,6.42E-06
22263,1,0.00 ,0.00 ,6.42E-06
22274,1,0.00 ,0.00 ,6.42E-06
22275,1,0.00 ,0.00 ,6.42E-06
22281,1,0.00 ,0.00 ,6.42E-06
22283,1,0.00 ,0.00 ,6.42E-06
22285,1,0.00 ,0.00 ,6.42E-06
22290,1,0.00 ,0.00 ,6.42E-06
22292,1,0.00 ,0.00 ,6.42E-06
22293,1,0.00 ,0.00 ,6.42E-06
22296,1,0.00 ,0.00 ,6.42E-06
22304,1,0.00 ,0.00 ,6.42E-06
22308,1,0.00 ,0.00 ,6.42E-06
22309,1,0.00 ,0.00 ,6.42E-06
22311,1,0.00 ,0.00 ,6.42E-06
22314,1,0.00 ,0.00 ,6.42E-06
22320,1,0.00 ,0.00 ,6.42E-06
22321,1,0.00 ,0.00 ,6.42E-06
22322,1,0.00 ,0.00 ,6.42E-06
22330,1,0.00 ,0.00 ,6.42E-06
22331,1,0.00 ,0.00 ,6.42E-06
22336,1,0.00 ,0.00 ,6.42E-06
22339,1,0.00 ,0.00 ,6.42E-06
22341,1,0.00 ,0.00 ,6.42E-06
22342,1,0.00 ,0.00 ,6.42E-06
22345,1,0.00 ,0.00 ,6.42E-06
22348,1,0.00 ,0.00 ,6.42E-06
14235,1,0.00 ,0.00 ,7.61E-06
14244,1,0.00 ,0.00 ,7.61E-06
14245,1,0.00 ,0.00 ,7.61E-06
14252,1,0.00 ,0.00 ,7.61E-06
14253,1,0.00 ,0.00 ,7.61E-06
14254,1,0.00 ,0.00 ,7.61E-06
14255,1,0.00 ,0.00 ,7.61E-06
14256,1,0.00 ,0.00 ,7.61E-06
14259,1,0.00 ,0.00 ,7.61E-06
14260,1,0.00 ,0.00 ,7.61E-06
14261,1,0.00 ,0.00 ,7.61E-06
14269,1,0.00 ,0.00 ,7.61E-06
14270,1,0.00 ,0.00 ,7.61E-06
14272,1,0.00 ,0.00 ,7.61E-06
14273,1,0.00 ,0.00 ,7.61E-06
14285,1,0.00 ,0.00 ,7.61E-06
14297,1,0.00 ,0.00 ,7.61E-06
14298,1,0.00 ,0.00 ,7.61E-06
14302,1,0.00 ,0.00 ,7.61E-06
14303,1,0.00 ,0.00 ,7.61E-06
14305,1,0.00 ,0.00 ,7.61E-06
14306,1,0.00 ,0.00 ,7.61E-06
14307,1,0.00 ,0.00 ,7.61E-06
14310,1,0.00 ,0.00 ,7.61E-06
14311,1,0.00 ,0.00 ,7.61E-06
14319,1,0.00 ,0.00 ,7.61E-06
14322,1,0.00 ,0.00 ,7.61E-06
14323,1,0.00 ,0.00 ,7.61E-06
14325,1,0.00 ,0.00 ,7.61E-06
14326,1,0.00 ,0.00 ,7.61E-06
14327,1,0.00 ,0.00 ,7.61E-06
14331,1,0.00 ,0.00 ,7.61E-06
14332,1,0.00 ,0.00 ,7.61E-06
14333,1,0.00 ,0.00 ,7.61E-06
14334,1,0.00 ,0.00 ,7.61E-06
14335,1,0.00 ,0.00 ,7.61E-06
14336,1,0.00 ,0.00 ,7.61E-06
14337,1,0.00 ,0.00 ,7.61E-06
14339,1,0.00 ,0.00 ,7.61E-06
14340,1,0.00 ,0.00 ,7.61E-06
14342,1,0.00 ,0.00 ,7.61E-06
14345,1,0.00 ,0.00 ,7.61E-06
14346,1,0.00 ,0.00 ,7.61E-06
14351,1,0.00 ,0.00 ,7.61E-06
14352,1,0.00 ,0.00 ,7.61E-06
14356,1,0.00 ,0.00 ,7.61E-06
14358,1,0.00 ,0.00 ,7.61E-06
14360,1,0.00 ,0.00 ,7.61E-06
14365,1,0.00 ,0.00 ,7.61E-06
14366,1,0.00 ,0.00 ,7.61E-06
14367,1,0.00 ,0.00 ,7.61E-06
14368,1,0.00 ,0.00 ,7.61E-06
14534,1,0.00 ,0.00 ,6.99E-06
14542,1,0.00 ,0.00 ,6.99E-06
14543,1,0.00 ,0.00 ,6.99E-06
14546,1,0.00 ,0.00 ,6.99E-06
14547,1,0.00 ,0.00 ,6.99E-06
14548,1,0.00 ,0.00 ,6.99E-06
14549,1,0.00 ,0.00 ,6.99E-06
14550,1,0.00 ,0.00 ,6.99E-06
14551,1,0.00 ,0.00 ,6.99E-06
14552,1,0.00 ,0.00 ,6.99E-06
14553,1,0.00 ,0.00 ,6.99E-06
14554,1,0.00 ,0.00 ,6.99E-06
14555,1,0.00 ,0.00 ,6.99E-06
14558,1,0.00 ,0.00 ,6.99E-06
14559,1,0.00 ,0.00 ,6.99E-06
14560,1,0.00 ,0.00 ,6.99E-06
14561,1,0.00 ,0.00 ,6.99E-06
14563,1,0.00 ,0.00 ,6.99E-06
14564,1,0.00 ,0.00 ,6.99E-06
14565,1,0.00 ,0.00 ,6.99E-06
14566,1,0.00 ,0.00 ,6.99E-06
14567,1,0.00 ,0.00 ,6.99E-06
14568,1,0.00 ,0.00 ,6.99E-06
14569,1,0.00 ,0.00 ,6.99E-06
14570,1,0.00 ,0.00 ,6.99E-06
14571,1,0.00 ,0.00 ,6.99E-06
14572,1,0.00 ,0.00 ,6.99E-06
14573,1,0.00 ,0.00 ,6.99E-06
14575,1,0.00 ,0.00 ,6.99E-06
14576,1,0.00 ,0.00 ,6.99E-06
22629,1,0.00 ,0.00 ,5.94E-06
2215,1,0.00 ,0.01 ,6.17E-06
2217,1,0.00 ,0.01 ,6.17E-06
2221,1,0.00 ,0.01 ,6.17E-06
